step,gen_loss,disc_loss,expert_tail_theta,gan_tail_theta,expert_success,gan_success
60,4.117712497711182,0.7231776714324951,0.003294812639554341,1.40511049280564,1.0,0.0
120,5.265602111816406,0.9692744612693787,0.004283330837885539,1.4183887332677843,1.0,0.0
